source 04_imputation_function.sh

impute	1	10583	5010583	&
impute	1	10010585	15010585	&
impute	1	25010588	30010588	&
impute	1	30010589	35010589	&
impute	1	35010590	40010590	&
impute	1	40010591	45010591	&
impute	1	45010592	50010592	&
impute	1	50010593	55010593	&
impute	1	60010595	65010595	&
impute	1	65010596	70010596	&
impute	1	70010597	75010597	&
impute	1	75010598	80010598	&
impute	1	80010599	85010599	&
impute	1	85010600	90010600	&
impute	1	90010601	95010601	&
impute	1	95010602	100010602	&
impute	1	100010603	105010603	&
impute	1	105010604	110010604	&
impute	1	125010608	130010608	&
impute	1	130010609	135010609	&
impute	1	135010610	140010610	&
impute	1	140010611	145010611	&
impute	1	145010612	150010612	&
impute	1	155010614	160010614	&
impute	1	165010616	170010616	& 
impute	1	170010617	175010617	&
impute	1	180010619	185010619	&
impute	1	185010620	190010620	&
impute	1	190010621	195010621	&
impute	1	195010622	200010622	&
impute	1	205010624	210010624	&
impute	1	215010626	220010626	&
impute	1	225010628	230010628	&
impute	1	230010629	235010629	&
impute	1	235010630	240010630	&
impute	1	240010631	245010631	&
impute	1	245010632	249230318	
